iter	RMSE
564	35.7648124
565	35.75500309
566	35.74109462
567	35.73156784
568	35.71145775
569	35.70455634
570	35.69860944
571	35.69084427
572	35.68029384
573	35.66856775
574	35.64536399
575	35.63663144
576	35.6228079
577	35.61744747
578	35.60670927
579	35.59716007
580	35.5915418
581	35.57428624
582	35.56933606
583	35.55639497
584	35.54893338
585	35.53624979
586	35.52636682
587	35.50540812
588	35.49987621
589	35.49311849
590	35.48555715
591	35.47470666
592	35.45910673
593	35.45188125
594	35.44490898
595	35.43811985
596	35.42926222
597	35.4184925
598	35.40809337
599	35.40048737
600	35.38824319
601	35.37167511
602	35.36117114
603	35.35065222
604	35.34312069
605	35.33107662
606	35.3256188
607	35.31587158
608	35.30206936
609	35.29340077
610	35.2840872
611	35.27841745
612	35.27066868
613	35.26279548
614	35.24853817
615	35.24087765
616	35.22738024
617	35.22228313
618	35.21075474
619	35.2032619
620	35.19106018
621	35.18166657
622	35.17417841
623	35.16769864
624	35.15345478
625	35.14599148
626	35.13557981
627	35.11349497
628	35.10665431
629	35.09901019
630	35.09195782
631	35.08350309
632	35.07606251
633	35.05784554
634	35.04838631
635	35.04225129
636	35.02615209
637	35.00998965
638	34.99550174
639	34.98661873
640	34.9770237
641	34.96975347
642	34.96183686
643	34.95235249
644	34.93888337
645	34.92839101
646	34.90973728
647	34.88907451
648	34.87510567
649	34.86497225
650	34.85240064
651	34.83765952
652	34.82816619
653	34.81941949
654	34.80957377
655	34.79238479
656	34.78555904
657	34.77894906
658	34.76742199
659	34.76023792
660	34.74699303
661	34.73693799
662	34.73218972
663	34.72457617
664	34.7162705
665	34.70696065
666	34.69658185
667	34.68838175
668	34.6753187
669	34.66681702
670	34.65983541
671	34.64885627
672	34.63738021
673	34.62389101
674	34.61394168
675	34.60137684
676	34.59167304
677	34.58368137
678	34.56852396
679	34.56062797
680	34.55653714
681	34.54539172
682	34.53803281
683	34.53039708
684	34.52528563
685	34.51659133
686	34.50126899
687	34.49366269
688	34.48721799
689	34.47923114
690	34.47486144
691	34.45982204
692	34.44990732
693	34.43880324
694	34.42938236
695	34.42380735
696	34.41754032
697	34.41391907
698	34.40813288
699	34.39938362
700	34.39055726
701	34.38447688
702	34.37707355
703	34.37040675
704	34.36057958
705	34.34717613
706	34.33852924
707	34.33477063
708	34.32478522
709	34.30596882
710	34.30166574
711	34.29611618
712	34.27905319
713	34.2747125
714	34.26595804
715	34.24985467
716	34.24346138
717	34.23601707
718	34.22546636
719	34.21611644
720	34.19167354
721	34.18422463
722	34.17658629
723	34.16088831
724	34.14663929
725	34.13658937
726	34.12776495
727	34.12234593
728	34.11412102
729	34.10550107
730	34.09954425
731	34.09065702
732	34.08627361
733	34.08154146
734	34.07341953
735	34.06708771
736	34.05667307
737	34.04712506
738	34.03843183
739	34.02966128
740	34.02207313
741	34.01780539
742	34.00890401
743	34.00380488
744	33.9945669
745	33.983088
746	33.97203023
747	33.9640694
748	33.95787398
749	33.95123171
750	33.94529641
751	33.93791955
752	33.9326889
753	33.91790336
754	33.91083538
755	33.90635519
756	33.89755365
757	33.89016357
758	33.88307341
759	33.87700353
760	33.86939824
761	33.86313636
762	33.85173366
763	33.84195281
764	33.83663871
765	33.83044352
766	33.82288909
767	33.81298776
768	33.8049504
769	33.79410061
770	33.78423614
771	33.77134313
772	33.76346981
773	33.75911651
774	33.7530575
775	33.74805319
776	33.7393249
777	33.73362639
778	33.72733285
779	33.72035617
780	33.71486498
781	33.69821108
782	33.68528529
783	33.67838947
784	33.67102814
785	33.66431602
786	33.65765586
787	33.65247877
788	33.64682736
789	33.63767017
790	33.63333803
791	33.62587808
792	33.61320838
793	33.60593462
794	33.60167035
795	33.58733572
796	33.58179615
797	33.57200265
798	33.56439548
799	33.55876233
800	33.54697925
801	33.5283891
802	33.5249646
803	33.51834227
804	33.51284023
805	33.5048046
806	33.49842279
807	33.49087593
808	33.48479456
809	33.48050016
810	33.47144092
811	33.46670544
812	33.45986139
813	33.4549454
814	33.44960599
815	33.4429119
816	33.43882979
817	33.43043036
818	33.42525393
819	33.41804582
820	33.41388473
821	33.40185778
822	33.39624521
823	33.39026652
824	33.38342372
825	33.37827452
826	33.37218225
827	33.36730248
828	33.36251161
829	33.35049736
830	33.34285385
831	33.33593593
832	33.32806051
833	33.32130511
834	33.31309718
835	33.30468841
836	33.29902671
837	33.28543415
838	33.27332566
839	33.2706541
840	33.25863738
841	33.25416039
842	33.246986
843	33.24016362
844	33.23021071
845	33.21664907
846	33.21020601
847	33.20502949
848	33.19802602
849	33.187142
850	33.17940002
851	33.17205522
852	33.16502659
853	33.15842078
854	33.14870122
855	33.13983078
856	33.13049584
857	33.1206175
858	33.11618128
859	33.11214372
860	33.10657485
861	33.09965901
862	33.09193968
863	33.08508357
864	33.077788
865	33.06942371
866	33.06483513
867	33.04886559
868	33.04213958
869	33.03785126
870	33.03137887
871	33.02742539
872	33.02083991
873	33.01133713
874	33.00604064
875	33.00374237
876	33.00084807
877	32.99618681
878	32.9884378
879	32.97914504
880	32.97436506
881	32.96820612
882	32.96053891
883	32.95117183
884	32.9448173
885	32.93879702
886	32.93191839
887	32.91943238
888	32.91330051
889	32.90860946
890	32.90133647
891	32.89715478
892	32.89311054
893	32.88763908
894	32.87590045
895	32.87275781
896	32.86597293
897	32.86130408
898	32.8574938
899	32.84835179
900	32.84486115
901	32.8383134
902	32.83101361
903	32.82637966
904	32.8205049
905	32.81034497
906	32.80545518
907	32.79938664
908	32.78953107
909	32.78434526
910	32.77807932
911	32.77325318
912	32.76726566
913	32.75589074
914	32.74646661
915	32.73987438
916	32.73448806
917	32.7284136
918	32.72371477
919	32.71702544
920	32.7106807
921	32.70527418
922	32.70111216
923	32.69765224
924	32.69098991
925	32.68742352
926	32.68080108
927	32.67583338
928	32.67160087
929	32.6601568
930	32.65328483
931	32.64380942
932	32.63848304
933	32.63413576
934	32.62461373
935	32.61726359
936	32.61172834
937	32.60834348
938	32.60051905
939	32.59622366
940	32.59214066
941	32.58397695
942	32.57649081
943	32.56971245
944	32.5659477
945	32.55935372
946	32.55577446
947	32.54842748
948	32.54480415
949	32.53980094
950	32.52970417
951	32.5246713
952	32.52032243
953	32.51253505
954	32.50790459
955	32.50303004
956	32.49756112
957	32.49239597
958	32.48670765
959	32.4769397
960	32.47432425
961	32.46494436
962	32.46116488
963	32.45664171
964	32.45290722
965	32.44898496
966	32.44197058
967	32.43846134
968	32.43351684
969	32.42138301
970	32.41425868
971	32.40449044
972	32.40077969
973	32.39560608
974	32.38846049
975	32.38422269
976	32.37854643
977	32.3750573
978	32.37168991
979	32.36505667
980	32.36203386
981	32.35211831
982	32.34119076
983	32.33605065
984	32.33089497
985	32.32176411
986	32.31763678
987	32.31063718
988	32.30554162
989	32.29866358
990	32.29165644
991	32.2870758
992	32.28015801
993	32.27496891
994	32.26760238
995	32.26069065
996	32.25306785
997	32.24832133
998	32.24315308
999	32.23294417
